GENE	P1	P1+N	P2	P2+N	UNINFORMATIVE	UNINFORMATIVE+N	UNK	UNK+N
Sbene_G00611	0	0	0	0	0	0	0	0
Sbene_G00612	0	0	0	0	0	0	0	0
Sbene_G00613	0	0	0	0	0	0	0	0
Sbene_G00614	0	0	0	0	0	0	0	0
Sbene_G00615	13	0	22	15	15	7	1	1
Sbene_G00616	0	0	0	0	0	0	6	0
Sbene_G00617	0	0	0	0	0	0	0	0
Sbene_G00618	0	0	0	1	0	0	0	1
Sbene_G00619	0	0	8	0	0	0	0	0
Sbene_G00620	0	0	0	0	0	0	4	0
Sbene_G00621	31	106	83	93	137	163	2	15
Sbene_G00627	3	21	29	15	61	71	2	4
Sbene_G00628	2	0	0	6	1	5	0	0
Sbene_G00629	0	40	17	66	6	96	1	30
Sbene_G00630	29	12	53	11	325	223	1	0
Sbene_G00631	6	59	3	18	22	53	3	14
Sbene_G00632	0	0	0	0	0	0	0	0
Sbene_G00633	0	4	5	9	0	4	6	20
Sbene_G00634	2	40	16	20	32	94	2	4
Sbene_G00635	3	4	0	4	29	11	0	11
Sbene_G00637	0	1	0	0	1	1	0	1
Sbene_G00638	2	27	26	49	78	149	2	31
Sbene_G00639	3	6	0	0	15	46	0	0
Sbene_G00640	0	0	0	0	0	0	0	0
Sbene_G00641	0	0	0	0	0	0	0	0
Sbene_G00642	4843	289	1176	4776	17245	9620	22	45
Sbene_G00645	0	3	2	1	1	7	3	1
Sbene_G00646	0	0	1	4	0	4	5	8
Sbene_G00648	0	0	0	0	0	0	2	0
Sbene_G00649	2	7	4	6	26	48	0	5
Sbene_G00651	50	19	13	70	645	336	79	18
Sbene_G00652	34	7	17	41	7	15	4	1
Sbene_G00653	1	0	7	1	3	0	8	0
Sbene_G00654	1	3	1	2	48	9	1	1
Sbene_G00655	20	14	16	8	56	34	7	1
Sbene_G00656	0	0	0	0	0	0	0	0
Sbene_G00657	80	88	268	256	224	387	55	70
Sbene_G00658	7	50	15	24	12	20	2	24
Sbene_G00659	0	0	0	0	244	94	0	0
Sbene_G00660	0	0	0	0	0	0	0	0
Sbene_G00661	0	0	0	0	2	0	0	0
Sbene_G00662	0	0	0	0	2	0	1	1
Sbene_G00663	0	0	0	0	0	0	0	0
Sbene_G00664	173	64	18	404	396	431	1	5
Sbene_G00665	428	64	187	430	866	749	58	104
Sbene_G00666	18	10	10	10	10	8	2	4
Sbene_G00670	0	0	0	13	9897	3648	0	0
Sbene_G00671	8	10	41	4	363	61	38	5
Sbene_G00672	18	3	17	12	11	0	2	17
Sbene_G00673	10	81	38	42	0	0	2	41
Sbene_G00675	3	0	0	1	1	7	2	0
Sbene_G00676	0	0	0	0	0	0	4	0
Sbene_G00677	0	0	0	0	0	0	0	0
Sbene_G00678	0	0	0	0	0	0	0	0
Sbene_G00679	0	0	0	0	0	0	0	0
Sbene_G00681	0	0	0	0	0	0	0	0
Sbene_G00682	0	0	0	0	0	0	0	0
Sbene_G00683	0	0	0	0	0	0	2	0
Sbene_G00684	0	0	0	0	2	0	2	0
Sbene_G00685	0	0	0	0	2	0	0	0
Sbene_G00686	0	0	0	0	17	4	1	2
Sbene_G00687	0	0	0	0	0	0	0	0
Sbene_G00688	0	0	0	0	0	0	0	0
Sbene_G00691	0	0	0	0	0	0	0	0
Sbene_G00692	0	0	0	0	0	0	0	0
Sbene_G00693	32	0	111	21	166	66	2	0
Sbene_G00694	31	39	4	41	4	16	2	13
Sbene_G00695	0	0	0	0	0	0	4	0
Sbene_G00696	0	0	8	0	13	0	1	0
Sbene_G00697	0	0	0	0	0	0	0	0
Sbene_G00699	0	0	0	0	318	157	1	16
Sbene_G00700	116	3	207	191	2201	888	3	27
Sbene_G00701	0	0	0	0	0	6	0	0
Sbene_G00702	62	0	129	34	72	9	10	4
Sbene_G00703	2	0	0	0	2	0	8	0
Sbene_G00704	0	0	0	0	0	0	0	0
Sbene_G00707	0	0	0	0	0	0	0	0
Sbene_G00708	0	0	0	0	0	0	0	0
Sbene_G00709	0	0	0	0	0	0	0	0
Sbene_G00710	22	0	2	3	15	3	13	4
Sbene_G00711	0	0	0	0	0	0	0	0
Sbene_G00712	0	0	0	0	0	0	0	0
Sbene_G00713	0	0	0	4	16	9	0	5
Sbene_G00715	0	0	4	0	2	0	2	0
Sbene_G00716	7	0	0	0	0	0	1	0
Sbene_G00717	0	0	0	0	0	0	0	0
Sbene_G00718	0	0	0	0	0	0	0	0
Sbene_G00719	0	0	0	0	0	0	0	0
Sbene_G00720	0	0	0	0	4	0	0	0
Sbene_G00724	7	1	2	0	34	7	0	1
Sbene_G00725	0	0	0	0	0	0	0	0
Sbene_G00726	0	0	0	0	0	0	0	0
Sbene_G00727	0	0	0	0	0	0	2	0
Sbene_G00728	105	2	142	8	41	4	16	4
